img0;26.7200311159;0.779403047127;359.384236111
img1;26.9915017676;0.908327198726;361.37743074
img2;inf;1.0;0.0
img3;24.2802782693;0.709976844088;387.110503795
img4;inf;1.0;0.0
img5;inf;1.0;0.0
img6;inf;1.0;0.0
img7;30.1136581512;0.928498988576;340.512908936
img8;25.4439437521;0.775839167385;371.612190247
img9;inf;1.0;0.0
img10;26.2248801668;0.804325103465;372.116177662
img11;inf;1.0;0.0
img12;36.2287393931;0.980536897878;310.176727431
img13;31.9123512687;0.978474260585;281.341242274
img14;27.2105493452;0.85388107635;339.250696818
img15;24.5860074456;0.746526517149;367.658467611
img16;36.1841314236;0.972351441271;209.210421244
img17;26.0075094018;0.843225884921;364.286862691
img18;inf;1.0;0.0
img19;inf;1.0;0.0
img20;26.1751714321;0.868043167236;374.551328981
img21;inf;1.0;0.0
img22;24.918080062;0.714090878733;355.347829183
img23;32.3535495584;0.948604144831;321.312052409
img24;29.2186224443;0.899371593181;241.101300557
img25;inf;1.0;0.0
img26;25.4442570188;0.885657709507;370.473260498
img27;inf;1.0;0.0
img28;24.0320164781;0.670227223211;376.533075968
img29;38.3282780954;0.985517975915;285.817509969
img30;inf;1.0;0.0
img31;29.190652911;0.881878122852;350.244679769
img32;26.1030196549;0.874739483724;365.3876309
img33;inf;1.0;0.0
img34;24.793180301;0.686123349613;377.751930237
img35;23.8577651732;0.700421574365;383.537686157
img36;25.588695337;0.740771686949;398.214434306
img37;31.1488762952;0.935557644308;341.031576968
img38;25.1965931044;0.840170606331;377.290922794
img39;31.6299423745;0.945338479877;223.965100606
img40;24.6914179698;0.777995841841;373.726262172
img41;inf;1.0;0.0
img42;24.9575074659;0.842549002549;367.327260335
img43;26.6838764899;0.821278329552;364.768509838
img44;24.8364684236;0.868129047495;372.068442161
img45;24.0928140403;0.633352470619;377.791472268
img46;26.5902472725;0.813399130106;341.548500061
img47;inf;1.0;0.0
img48;25.8706065137;0.840410323308;370.55123291
img49;25.7602289145;0.730006035148;363.226923625
img50;27.3893855802;0.847380749357;356.898221334
img51;inf;1.0;0.0
img52;26.9811448502;0.959777976115;358.785320842
img53;inf;1.0;0.0
img54;25.618641114;0.856298901292;366.419848187
img55;26.6889246128;0.862118332878;340.921974182
img56;34.1695480343;0.971399227873;322.154959491
img57;31.2377800342;0.961740173583;339.733399884
img58;24.9350703202;0.87737190893;370.72864394
img59;24.2357604614;0.806619395234;374.733575439
img60;29.243901433;0.972622565839;332.150531873
img61;23.8577651732;0.700421574365;383.537686157
img62;29.3944453383;0.887653741033;337.574953715
img63;32.7549701363;0.962441647575;332.357640584
img64;25.3127209557;0.740289277948;367.454444444
img65;inf;1.0;0.0
img66;30.035585224;0.917210139199;360.093883102
img67;inf;1.0;0.0
img68;26.6832641949;0.845188365172;360.548299154
img69;34.7852934743;0.975338615951;318.6046875
img70;27.7500106604;0.905246201138;340.047854106
img71;33.4991543529;0.954900516898;320.510154724
img72;25.4230852486;0.801385500024;370.703094482
img73;28.4304153467;0.973868792797;330.319223022
img74;26.0117521265;0.755294696395;358.457880656
img75;inf;1.0;0.0
img76;24.5289607428;0.76033549116;371.65659078
img77;24.0928140403;0.633352470619;377.791472268
img78;23.5239354951;0.628256712284;372.082803345
img79;25.4712021606;0.784118753475;355.056144182
img80;24.9187584735;0.818813605356;375.246734619
img81;inf;1.0;0.0
img82;29.5425748501;0.906101982752;343.645222801
img83;24.9575074659;0.842549002549;367.327260335
img84;24.3225795025;0.678182283723;374.955464681
img85;26.4138461768;0.804086218567;363.02916956
img86;inf;1.0;0.0
img87;inf;1.0;0.0
img88;27.7694594796;0.835723991277;362.255416667
img89;24.9575074659;0.842549002549;367.327260335
img90;24.918080062;0.714090878733;355.347829183
img91;25.4823068219;0.82644533773;364.450196621
img92;24.9568986191;0.775916149284;362.178874436
img93;29.868661703;0.946048366709;340.593854268
img94;inf;1.0;0.0
img95;35.5712913858;0.979902184383;298.014144897
img96;34.0695349138;0.967862054238;323.434748332
img97;29.8394466331;0.922410885892;346.234827677
img98;27.409596258;0.85327108729;376.723938079
img99;23.9928865805;0.578741007194;357.617589315
img100;28.6697917368;0.947674509125;350.071792603
img101;27.777991354;0.90608943334;344.963986715
img102;28.8570922235;0.872783089213;363.596173604
img103;25.4712021606;0.784118753475;355.056144182
img104;29.5833054974;0.893848539579;345.863299052
img105;35.3614876334;0.982507839395;300.384084066
img106;28.5948543333;0.871458893875;351.953243634
img107;27.2802369201;0.83559266247;365.323926505
img108;inf;1.0;0.0
img109;26.9333267945;0.881845299163;365.203290304
img110;28.6650758042;0.885618123335;354.687364005
img111;inf;1.0;0.0
img112;inf;1.0;0.0
img113;inf;1.0;0.0
img114;inf;1.0;0.0
img115;32.4338198024;0.969523671699;332.830298032
img116;26.9985429809;0.921490874079;362.977423283
img117;inf;1.0;0.0
img118;26.6623076956;0.926923311994;355.425569915
img119;30.0215396068;0.932569883482;339.187721252
img120;26.5044617793;0.842136216668;344.705121358
img121;inf;1.0;0.0
img122;inf;1.0;0.0
img123;24.3765167232;0.663476632328;407.557609954
img124;inf;1.0;0.0
img125;24.146426329;0.645144981376;373.414360046
img126;23.6086942264;0.532508024385;384.144933576
img127;24.8465783717;0.779489826256;373.769309165
img128;24.3858028073;0.659682926435;393.482269287
